0 -6012.365696
0.15 -6011.0496023
0.26 -6006.6384693
0.97 -5999.6646887
1.08 -5989.4864338
1.19 -5978.7803645
1.29 -5970.7244094
1.43 -5963.5579245
1.59 -5959.1829635
1.66 -5956.2289678
1.73 -5954.5774963
1.75 -5954.2305518
1.94 -5954.4795127
2 -5955.5860266
2.04 -5957.4195096
2.07 -5960.1015034
2.24 -5965.3149604
2.39 -5969.8131686
2.42 -5972.9616958
2.46 -5974.1451897
2.54 -5973.1897783
2.61 -5953.1737032
2.71 -5938.5823895
2.77 -5937.9934896
2.84 -5939.8376053
2.86 -5946.9029531
2.98 -5951.4377788
3.08 -5951.6334123
3.14 -5944.0886571
3.16 -5929.1640818
3.16 -5932.8501417
3.27 -5943.3805552
3.38 -5951.4921232
3.43 -5956.2856388
3.54 -5956.502857
3.59 -5926.506635
3.64 -5917.0669718
3.75 -5917.2773427
3.82 -5922.8818934
3.92 -5937.7803987
3.99 -5956.7493196
4.1 -5969.0683088
4.11 -5975.5351881
4.19 -5977.2222188
4.27 -5974.9906154
4.34 -5964.7489159
4.34 -5942.6648573
4.36 -5915.9203022
4.4 -5899.59968098
4.44 -5893.20152739
4.51 -5891.72198762
4.63 -5893.04147659
4.78 -5901.2071324
4.92 -5944.7910405
5.23 -5983.9854901
5.47 -5981.5554459
5.65 -5888.70189589
5.71 -5886.02050741
5.83 -5890.9895222
5.86 -5901.6926413
5.97 -5911.6064296
6.12 -5911.0346731
6.15 -5889.98368507
6.18 -5884.26776004
6.34 -5888.62269091
6.44 -5913.4074953
6.58 -5914.1241499
6.59 -5907.694956
6.63 -5894.82691987
6.73 -5887.83315629
6.91 -5886.43178398
7.01 -5892.45722066
7.08 -5906.7502164
7.11 -5923.9571368
7.31 -5939.2054674
7.56 -5951.4408054
7.89 -5957.3292114
8.24 -5958.5642435
8.45 -5956.8573283
8.66 -5952.6487533
8.85 -5945.4831564
9.08 -5934.9188869
9.61 -5923.3920864
9.78 -5914.2120615
9.97 -5904.9870981
10.07 -5898.2408351
10.22 -5893.066947
10.36 -5891.02295362
10.46 -5891.25821564
10.52 -5894.00645084
10.76 -5900.0095452
10.79 -5909.5551721
10.86 -5922.4135517
10.97 -5942.289165
10.99 -5966.2020083
11.01 -5987.7788399
11.05 -5996.9740937
11.15 -5996.6542036
11.27 -5951.614697
11.4 -5898.58458404
11.53 -5895.51812122
11.65 -5902.8439411
11.7 -5922.9771726
11.81 -5949.4788253
11.89 -5971.9114387
11.93 -5986.3022885
12.03 -5995.2539171
12.31 -6001.9347649
12.61 -6004.514951
12.8 -6005.7987891
12.94 -6004.8443568
13.12 -6002.0504936
13.23 -5997.8061582
13.29 -5991.100682
13.44 -5980.9502871
13.72 -5968.8952142
14.12 -5954.9630779
14.52 -5942.4160937
14.8 -5930.4645563
14.89 -5919.981107
15.02 -5912.3301979
15.08 -5906.7745653
15.11 -5903.2799103
15.25 -5901.1245844
15.31 -5900.6451006
15.52 -5901.1652683
15.77 -5903.0863913
15.83 -5907.5525392
15.92 -5915.561342
15.98 -5930.2899786
16.09 -5948.0437222
16.13 -5957.0611358
16.18 -5961.5125554
16.22 -5963.1043648
16.24 -5962.8237256
16.32 -5960.7756965
16.43 -5955.8251767
16.6 -5947.1025105
16.77 -5932.6613279
16.87 -5918.7868252
16.94 -5910.5798574
17.01 -5906.8600278
17.13 -5906.2580177
17.4 -5907.9691606
17.74 -5911.7900727
18.07 -5917.6134249
18.61 -5925.4455733
19.27 -5935.4955531
19.83 -5945.4804128
20.01 -5954.7990273
20.14 -5962.0061759
20.25 -5967.0857947
20.33 -5969.8057617
20.41 -5970.5953169
20.6 -5969.792662
20.77 -5967.0714312
20.82 -5962.1732124
20.95 -5956.8264812
21.1 -5949.9309858
21.29 -5942.5087587
21.69 -5935.3296199
22.06 -5929.6870618
22.44 -5924.9888572
22.88 -5921.1178966
23.18 -5918.0793179
23.35 -5915.9079826
23.44 -5914.5694774
23.5 -5914.0914654
23.65 -5914.1786432
23.76 -5915.2388623
23.85 -5917.7600615
23.86 -5921.4204235
24.05 -5927.754214
24.25 -5935.2589694
24.38 -5944.3130193
24.45 -5953.1533171
24.45 -5959.9981406
24.68 -5964.5164039
24.89 -5967.6293698
25.06 -5969.321245
